Num,File,Subset,Fruit,Color,Count,DateTime,GPSAltitude,GPSLatitude,GPSLongitude>,GPSImgDirection,GPSDestBearing,ShutterSpeedValue,SubsecTimeDigitized,ExposureTime,BrightnessValue
140,IMG_3927.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:47:37,324,37;53.8022N,122;15.5507W,312972/1007,312972/1007,49625/8401,760,1/60,71584/13139
141,IMG_4090.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:01:30,329,37;53.7987N,122;15.5447W,172185/1024,172185/1024,84572/17235,044,1/30,24729/8102
142,IMG_4094.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:02:04,331,37;53.7948N,122;15.542W,1831931/8192,1831931/8192,84572/17235,098,1/30,118261/40907
143,IMG_3923.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:47:22,326,37;53.8022N,122;15.5507W,11220023/32854,11190653/32768,49625/8401,682,1/60,51415/9367
144,IMG_4080.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:00:41,331,37;53.7992N,122;15.5406W,43972/213,43972/213,84572/17235,013,1/30,63585/16381
145,IMG_3937.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:48:27,327,37;53.8022N,122;15.5511W,529015/1656,529015/1656,194444/28147,168,1/120,66389/10939
146,IMG_4136.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:05:35,325,37;53.7963N,122;15.5452W,504413/3137,504413/3137,84572/17235,881,1/30,70087/19784
147,IMG_3895.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:45:26,327,37;53.7968N,122;15.5553W,69263/9526,69263/9526,260036/48857,123,1/40,118847/23325
148,IMG_4122.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:04:32,330,37;53.7985N,122;15.5461W,519205/4951,358651/3420,84572/17235,581,1/30,34699/11846
149,IMG_4042.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:56:55,330,37;53.7968N,122;15.5585W,117847/1453,117847/1453,194444/28147,841,1/120,90704/14483
150,IMG_4056.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:58:11,331,37;53.7975N,122;15.5507W,578842/2129,578842/2129,84572/17235,627,1/30,52853/15141
151,IMG_4068.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:58:59,329,37;53.7987N,122;15.5544W,580056/2915,620053/3116,194444/28147,816,1/120,34849/5975
152,IMG_4040.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:56:52,330,37;53.7968N,122;15.5585W,293382/3131,293382/3131,194444/28147,268,1/120,94375/15169
153,IMG_4054.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:58:04,331,37;53.796N,122;15.5484W,264254/805,264254/805,84572/17235,897,1/30,26629/9142
154,IMG_4108.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:02:51,329,37;53.7945N,122;15.5443W,232899/923,232899/923,84572/17235,851,1/30,23816/8945
155,IMG_4134.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:05:28,327,37;53.796N,122;15.5429W,72287/512,72287/512,84572/17235,965,1/30,117410/35081
156,IMG_4120.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:04:12,330,37;53.7992N,122;15.5411W,58083/2048,58083/2048,84572/17235,694,1/30,82473/28993
157,IMG_3897.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:45:33,325,37;53.797N,122;15.5553W,80341/3178,80341/3178,260036/48857,234,1/40,63282/13027
158,IMG_3921.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:47:16,326,37;53.8022N,122;15.5507W,391351/1269,391351/1269,49625/8401,360,1/60,76609/13298
159,IMG_4096.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:02:10,330,37;53.795N,122;15.5466W,1802089/8192,1802089/8192,84572/17235,435,1/30,53688/18467
160,IMG_3935.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:48:20,327,37;53.8017N,122;15.5511W,776596/2411,583977/1813,194444/28147,352,1/120,75509/12567
161,IMG_4082.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:00:55,329,37;53.7998N,122;15.5434W,157791/985,157791/985,84572/17235,938,1/30,68441/19355
162,IMG_3909.png,BANANA_1,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:46:24,329,37;53.8007N,122;15.5511W,641751/1831,641751/1831,194444/28147,085,1/120,54305/9311
163,IMG_3938.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:48:41,326,37;53.8022N,122;15.5511W,64989/298,64989/298,194444/28147,195,1/120,145527/25940
164,IMG_4105.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:02:42,329,37;53.7957N,122;15.5539W,126575/682,126575/682,84572/17235,742,1/30,39543/13891
165,IMG_4111.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:03:06,330,37;53.7962N,122;15.5489W,225213/13469,264206/15801,84572/17235,119,1/30,19314/6299
166,IMG_4059.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:58:25,331,37;53.7985N,122;15.5489W,944231/2719,944231/2719,84572/17235,375,1/30,105997/34547
167,IMG_4107.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:02:49,329,37;53.7945N,122;15.5498W,342286/1381,342286/1381,84572/17235,863,1/30,12617/4535
168,IMG_4112.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:03:09,330,37;53.796N,122;15.5489W,174693/6746,174693/6746,84572/17235,121,1/30,65239/21830
169,IMG_4099.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:02:21,331,37;53.7967N,122;15.5461W,440651/2565,440651/2565,84572/17235,654,1/30,58554/21379
170,IMG_4089.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:01:28,329,37;53.798N,122;15.5452W,1174322/6471,1185029/6530,84572/17235,380,1/30,383821/128857
171,IMG_4103.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:02:34,330,37;53.7948N,122;15.5484W,487211/4522,487211/4522,84572/17235,348,1/30,52041/17984
172,IMG_4063.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:58:42,330,37;53.7978N,122;15.5489W,642699/1963,642699/1963,260036/48857,241,1/40,112846/23651
173,IMG_4077.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:00:32,329,37;53.7978N,122;15.5434W,368785/2657,480517/3462,84572/17235,823,1/30,43219/11585
174,IMG_4061.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:58:36,330,37;53.7998N,122;15.5484W,59071/1395,59071/1395,260036/48857,885,1/40,31295/6318
175,IMG_4101.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:02:28,330,37;53.7952N,122;15.5489W,196696/1879,196696/1879,84572/17235,819,1/30,52153/17700
176,IMG_4013.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:54:55,330,37;53.7973N,122;15.5548W,151181/1756,151181/1756,75795/10826,664,1/128,86079/12518
177,IMG_3998.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:53:33,330,37;53.7992N,122;15.5562W,287938/2897,287938/2897,194444/28147,016,1/120,52392/8347
178,IMG_3966.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:50:55,327,37;53.8005N,122;15.5566W,199441/733,199441/733,194444/28147,950,1/120,91735/16122
179,IMG_4005.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:53:51,331,37;53.7993N,122;15.5521W,355921/3475,355921/3475,194444/28147,695,1/120,58797/8740
180,IMG_4011.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:54:47,330,37;53.7992N,122;15.5544W,62845/1024,62845/1024,194444/28147,112,1/120,37403/5684
181,IMG_4029.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:56:19,330,37;53.795N,122;15.5589W,233198/4785,233198/4785,87643/12616,694,1/123,80974/12039
182,IMG_4015.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:55:03,329,37;53.7948N,122;15.5617W,135659/512,135659/512,194444/28147,158,1/120,43715/6598
183,IMG_4001.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:53:38,331,37;53.7973N,122;15.5576W,315602/4461,315602/4461,194444/28147,561,1/120,33402/5147
184,IMG_3948.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:49:34,327,37;53.801N,122;15.5562W,22589/11905,67841/35754,49625/8401,909,1/60,40223/7916
185,IMG_4003.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:53:45,330,37;53.7973N,122;15.5562W,271831/2547,271831/2547,194444/28147,766,1/120,136937/20940
186,IMG_3952.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:49:47,326,37;53.7998N,122;15.5571W,253378/4703,253378/4703,49625/8401,709,1/60,40333/7179
187,IMG_4031.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:56:28,331,37;53.7988N,122;15.5589W,51357/10177,51357/10177,298895/41831,954,1/142,370907/53009
188,IMG_3950.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:49:41,327,37;53.801N,122;15.5562W,1078058/3183,1078058/3183,49625/8401,104,1/60,71137/13944
189,IMG_3944.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:49:05,329,37;53.8015N,122;15.5525W,66632/8551,66632/8551,194444/28147,102,1/120,171590/29047
190,IMG_3968.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:51:03,328,37;53.8015N,122;15.5571W,384571/1138,384571/1138,49625/8401,156,1/60,86832/15325
191,IMG_3940.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:48:48,325,37;53.8022N,122;15.5511W,627920/2431,627920/2431,194444/28147,939,1/120,40588/7175
192,IMG_3954.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:49:53,326,37;53.7993N,122;15.558W,92699/5162,92699/5162,49625/8401,013,1/60,79884/14921
193,IMG_4021.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:55:34,330,37;53.7978N,122;15.5576W,444784/1817,444784/1817,194444/28147,372,1/120,65766/9745
194,IMG_4023.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:55:39,329,37;53.7978N,122;15.5576W,560115/1732,560115/1732,38907/5561,054,1/128,60541/8903
195,IMG_3942.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:48:58,328,37;53.801N,122;15.5502W,575068/1979,575068/1979,194444/28147,573,1/120,16291/2826
196,IMG_4079.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:00:39,330,37;53.7988N,122;15.5415W,675431/3398,458172/2305,84572/17235,372,1/30,139494/33905
197,IMG_4093.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:02:02,331,37;53.7952N,122;15.542W,238969/1024,238969/1024,84572/17235,361,1/30,54561/19567
198,IMG_3930.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:47:56,324,37;53.8022N,122;15.5507W,1152635/3926,1170544/3987,49625/8401,055,1/60,58293/10409
199,IMG_4087.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:01:19,329,37;53.7967N,122;15.5479W,432713/1358,432713/1358,49625/8401,897,1/60,55403/11027
200,IMG_4091.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:01:37,330,37;53.7988N,122;15.5429W,1580319/8192,1580319/8192,84572/17235,894,1/30,4804/1415
201,IMG_4085.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:01:12,329,37;53.7968N,122;15.5475W,220487/843,220487/843,260036/48857,949,1/40,74837/15618
202,IMG_3932.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:48:04,327,37;53.8017N,122;15.5511W,843215/3087,754168/2761,49625/8401,315,1/60,92443/16462
203,IMG_4057.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:58:19,331,37;53.7973N,122;15.5502W,517766/1597,517766/1597,84572/17235,737,1/30,76022/25675
204,IMG_4043.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:56:59,330,37;53.7962N,122;15.5608W,40877/7030,40877/7030,194444/28147,792,1/120,83437/12451
205,IMG_4081.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:00:53,330,37;53.8003N,122;15.5429W,575538/3911,575538/3911,84572/17235,898,1/30,47023/13578
206,IMG_4095.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:02:09,330,37;53.7933N,122;15.5452W,119639/512,119639/512,84572/17235,552,1/30,46495/16057
207,IMG_4083.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:01:00,329,37;53.7988N,122;15.5443W,344452/1757,344452/1757,84572/17235,556,1/30,296091/82154
208,IMG_4097.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:02:15,330,37;53.7973N,122;15.5475W,116605/637,116605/637,84572/17235,712,1/30,418607/140177
209,IMG_4109.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 09:02:56,331,37;53.795N,122;15.542W,729142/2595,729142/2595,84572/17235,017,1/30,57019/20842
210,IMG_4041.png,BANANA_1,BANANA,GREEN,1-ONE,2019-07-21 08:56:54,330,37;53.7968N,122;15.5585W,405335/4503,293087/3256,194444/28147,477,1/120,61603/10279
211,IMG_3910.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:46:29,329,37;53.7993N,122;15.5516W,780185/2284,780185/2284,194444/28147,295,1/120,114373/19742
212,IMG_3904.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:46:06,329,37;53.8023N,122;15.5507W,592979/2581,592979/2581,194444/28147,424,1/120,108541/17483
213,IMG_4071.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:59:17,330,37;53.7987N,122;15.5544W,300027/968,300027/968,84572/17235,310,1/30,62181/15031
214,IMG_4065.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:58:51,329,37;53.7985N,122;15.5548W,503393/4096,503393/4096,194444/28147,986,1/120,143756/24029
215,IMG_4073.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:00:15,326,37;53.7998N,122;15.5424W,434749/2258,434749/2258,84572/17235,284,1/30,41661/9706
216,IMG_4067.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:58:57,329,37;53.7987N,122;15.5544W,554699/2961,554699/2961,194444/28147,053,1/120,128164/19573
217,IMG_3898.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:45:41,326,37;53.7968N,122;15.5562W,358513/3809,333947/3548,194444/28147,577,1/120,80108/13287
218,IMG_3912.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:46:37,327,37;53.8018N,122;15.5511W,425041/1445,425041/1445,194444/28147,893,1/120,159451/27023
219,IMG_3906.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:46:13,329,37;53.7993N,122;15.5502W,202442/791,202442/791,194444/28147,458,1/120,88515/14186
220,IMG_3902.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:45:54,326,37;53.7998N,122;15.5521W,266177/2219,266177/2219,196192/28013,290,1/128,84178/13141
221,IMG_3916.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:46:52,329,37;53.8005N,122;15.5525W,347527/8192,347527/8192,194444/28147,530,1/120,37111/5998
222,IMG_4117.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:04:01,330,37;53.7992N,122;15.5457W,554121/8192,554121/8192,84572/17235,028,1/30,26617/7580
223,IMG_4049.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:57:45,331,37;53.7967N,122;15.5557W,1090366/3069,1090366/3069,84572/17235,390,1/30,55025/16783
224,IMG_4075.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:00:22,330,37;53.7985N,122;15.5447W,415947/2134,415947/2134,84572/17235,070,1/30,89715/21782
225,IMG_4129.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:05:10,330,37;53.7988N,122;15.542W,132231/398,132231/398,84572/17235,707,1/30,60307/18402
226,IMG_4115.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:03:49,332,37;53.7973N,122;15.5452W,185485/3723,185485/3723,84572/17235,539,1/30,7516/1927
227,IMG_3900.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:45:48,326,37;53.7988N,122;15.5534W,382601/3431,382601/3431,194444/28147,408,1/120,94431/15035
228,IMG_3914.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:46:43,330,37;53.8022N,122;15.5502W,1040873/3126,1151087/3457,194444/28147,313,1/120,35421/6082
229,IMG_3928.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:47:44,324,37;53.8022N,122;15.5507W,360221/3304,491597/4509,194444/28147,607,1/120,38901/6460
230,IMG_4007.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:54:10,331,37;53.7987N,122;15.553W,1304229/15655,1344718/16141,97257/13741,929,1/135,166797/23756
231,IMG_3972.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:51:31,328,37;53.7997N,122;15.5566W,234358/3689,234358/3689,194444/28147,784,1/120,94697/13647
232,IMG_3964.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:50:46,328,37;53.7998N,122;15.5566W,1626361/15875,1678507/16384,196192/28013,747,1/128,33389/5054
233,IMG_3970.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:51:25,327,37;53.7992N,122;15.5562W,449984/4959,449984/4959,51945/7373,116,1/132,78440/11177
234,IMG_3958.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:50:17,328,37;53.7985N,122;15.5548W,618105/2107,618105/2107,194444/28147,374,1/120,71634/11437
235,IMG_4039.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:56:50,330,37;53.797N,122;15.5589W,332279/3571,332279/3571,194444/28147,792,1/120,132274/20119
236,IMG_3974.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:51:37,328,37;53.7982N,122;15.5553W,129605/1787,129605/1787,77384/10479,498,1/167,41911/5798
237,IMG_3960.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:50:30,328,37;53.7982N,122;15.5534W,90227/13709,113177/17196,194444/28147,544,1/120,31489/5143
238,IMG_3976.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:51:43,328,37;53.7975N,122;15.5576W,179822/2841,179822/2841,123776/17113,496,1/150,160565/22239
239,IMG_3962.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:50:38,328,37;53.7988N,122;15.5548W,152875/2101,152875/2101,213973/29170,156,1/161,29008/4259
240,IMG_4017.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:55:12,329,37;53.795N,122;15.5603W,328786/3451,328786/3451,19925/2806,770,1/137,199976/28271
241,IMG_3988.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:52:39,325,37;53.7978N,122;15.5539W,94831/1953,94831/1953,194444/28147,821,1/120,26225/3911
242,IMG_4033.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:56:33,330,37;53.7985N,122;15.5612W,136467/5924,136467/5924,650813/92180,070,1/133,79117/11116
243,IMG_3984.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:52:20,325,37;53.7967N,122;15.5608W,468398/1781,468398/1781,77993/10606,834,1/164,78582/10769
244,IMG_4027.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:55:58,330,37;53.7973N,122;15.5603W,139789/3126,139789/3126,196192/28013,022,1/128,62516/8999
245,IMG_3990.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:52:54,327,37;53.7982N,122;15.5534W,787328/10761,787328/10761,194444/28147,729,1/120,318043/51124
246,IMG_3986.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:52:33,326,37;53.7982N,122;15.5548W,289947/3793,399260/5223,194444/28147,289,1/120,41567/6349
247,IMG_3992.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:53:01,328,37;53.7968N,122;15.5539W,167883/1883,167883/1883,194444/28147,106,1/120,32063/5316
248,IMG_4025.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:55:50,330,37;53.7982N,122;15.5585W,354979/1195,354979/1195,222731/29275,071,1/195,112344/14951
249,IMG_4019.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:55:21,330,37;53.797N,122;15.5589W,527509/4023,537081/4096,103565/14521,598,1/140,70359/9883
250,IMG_3978.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:51:54,327,37;53.8005N,122;15.558W,246277/1256,246277/1256,23591/3352,992,1/131,84817/12111
251,IMG_3996.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:53:13,327,37;53.7967N,122;15.5571W,1489315/16384,1489315/16384,194444/28147,012,1/120,56573/9137
252,IMG_4035.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:56:40,330,37;53.7975N,122;15.5617W,332567/5795,424274/7393,198511/26927,449,1/166,43558/6077
253,IMG_3982.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:52:12,326,37;53.7957N,122;15.5594W,202551/764,202551/764,130831/17865,050,1/160,80285/11071
254,IMG_4009.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:54:16,331,37;53.798N,122;15.5525W,336871/2718,336871/2718,47907/6727,014,1/139,75883/10752
255,IMG_3994.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:53:07,327,37;53.7973N,122;15.5557W,205507/3020,205507/3020,194444/28147,956,1/120,59529/9203
256,IMG_3980.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:52:01,326,37;53.7993N,122;15.5585W,887377/4540,887377/4540,78044/10635,188,1/162,94895/13113
257,IMG_4037.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:56:45,330,37;53.7973N,122;15.5603W,329419/4166,329419/4166,194444/28147,495,1/120,86993/13238
258,IMG_3956.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:50:10,328,37;53.7992N,122;15.5566W,324957/1142,324957/1142,194444/28147,204,1/120,61360/9807
259,IMG_4045.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:57:30,332,37;53.797N,122;15.553W,808193/2441,804551/2430,84572/17235,337,1/30,60703/18668
260,IMG_4051.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:57:52,331,37;53.797N,122;15.553W,336689/963,336689/963,84572/17235,927,1/30,45113/15097
261,IMG_4131.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:05:17,330,37;53.7997N,122;15.5406W,462151/1307,462151/1307,84572/17235,616,1/30,36369/10237
262,IMG_4125.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:04:51,331,37;53.797N,122;15.5383W,268753/2858,268753/2858,84572/17235,857,1/30,45311/15345
263,IMG_3892.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:45:18,327,37;53.7975N,122;15.5534W,774633/2737,687179/2428,194444/28147,871,1/120,53091/8266
264,IMG_4119.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:04:10,330,37;53.7987N,122;15.542W,151558/7511,151558/7511,84572/17235,029,1/30,22735/7779
265,IMG_3918.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:46:59,327,37;53.7993N,122;15.5548W,466146/3817,488861/4003,194444/28147,495,1/120,29977/4634
266,IMG_3924.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:47:29,327,37;53.8022N,122;15.5507W,1831280/5649,1831280/5649,194444/28147,330,1/120,225163/37016
267,IMG_3926.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:47:35,325,37;53.8022N,122;15.5507W,385733/1212,385733/1212,194444/28147,110,1/120,38728/6575
268,IMG_4133.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:05:27,328,37;53.7963N,122;15.542W,107255/633,107255/633,84572/17235,630,1/30,368637/101429
269,IMG_3890.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:45:10,326,37;53.7957N,122;15.558W,227067/911,227067/911,48405/6607,688,1/160,67619/10256
270,IMG_4127.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:04:59,330,37;53.7957N,122;15.5415W,498997/3691,411392/3043,84572/17235,179,1/30,41273/12972
271,IMG_4047.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:57:37,331,37;53.7975N,122;15.5534W,251933/727,251933/727,84572/17235,286,1/30,91123/28418
272,IMG_4053.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:58:02,332,37;53.7962N,122;15.5484W,1385799/4001,1319990/3811,84572/17235,124,1/30,56155/15616
273,IMG_4123.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:04:39,330,37;53.7975N,122;15.5429W,159169/2929,159169/2929,84572/17235,722,1/30,197989/61830
274,IMG_3894.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:45:24,327,37;53.7973N,122;15.5544W,618475/1721,618475/1721,194444/28147,994,1/120,119015/19463
275,IMG_3936.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:48:24,326,37;53.8022N,122;15.5511W,632453/2092,863123/2855,194444/28147,917,1/120,420527/68705
276,IMG_3922.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:47:20,326,37;53.8022N,122;15.5507W,597393/1811,597393/1811,194444/28147,918,1/120,59751/9991
277,IMG_3908.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:46:23,329,37;53.801N,122;15.5502W,1212347/3518,1278168/3709,194444/28147,379,1/120,117291/20479
278,IMG_3934.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:48:18,327,37;53.8017N,122;15.5511W,508822/1525,508822/1525,194444/28147,320,1/120,94911/14510
279,IMG_3920.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:47:14,326,37;53.8022N,122;15.5498W,441141/1376,441141/1376,194444/28147,596,1/120,74857/12924
280,IMG_3896.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:45:31,326,37;53.7963N,122;15.5557W,78698/6119,78698/6119,194444/28147,971,1/120,65544/11281
281,IMG_4121.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:04:30,330,37;53.798N,122;15.5466W,302647/3221,302647/3221,84572/17235,850,1/30,50696/15483
282,IMG_4135.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 09:05:33,326,37;53.7963N,122;15.5452W,341778/2233,341778/2233,84572/17235,342,1/30,30791/7753
283,IMG_4055.png,BANANA_1,BANANA,YELLOW,1-ONE,2019-07-21 08:58:09,331,37;53.7973N,122;15.5507W,173752/603,173752/603,84572/17235,900,1/30,33752/9069
